frequency,reflection_coeff,transmission_coeff,permeability_rel,permitivity_rel,reflection_loss
11840000000.0,0.7658198248189746,0.673775671550224,2.4637997770618787,3.1647311193654284,-2.4413955688180393
11920000000.0,0.7434031392249213,0.676793878321569,2.56857531817647,3.0138035211999195,-2.685951129009389
12000000000.0,0.7124441739759534,0.6784187465696341,2.6874795489449883,2.8731307375028656,-3.040396139484562
12080000000.0,0.6778481047049545,0.6847985921053608,2.8024318454059642,2.747309045210346,-3.45399410405635
12160000000.0,0.6479692107002111,0.6920171844443881,2.9007659351981547,2.633254375531491,-3.817769020980073
12240000000.0,0.6177811788237219,0.696496337778758,3.007408024064311,2.5215389140534237,-4.191071863614809
12320000000.0,0.581970149527899,0.7027289641576476,3.1425297494000906,2.402763309074487,-4.646415894833136
12400000000.0,0.5450133449795828,0.7129899028812552,3.22803094641768,2.3166241887204952,-5.158511195749127
12480000000.0,0.5120977380186061,0.7198101112863958,3.2981209239394147,2.241455493559187,-5.632795942438328
12560000000.0,0.4786711578936083,0.7245889324847222,3.3871469877917812,2.1632438006142185,-6.123572447491469
12640000000.0,0.440986046672123,0.7342781917216427,3.4610490059843677,2.097266972949912,-6.721833034360145
12720000000.0,0.4069876630230951,0.744489646528955,3.473679974612614,2.060093040013282,-7.325854581881279
12800000000.0,0.3802839657792024,0.7496562885759265,3.4726175752397497,2.028932115444393,-7.826053826040663
12880000000.0,0.34645909816273873,0.7557678682889047,3.4977183848498,1.990507375787844,-8.47764445047976
12960000000.0,0.31323597008569426,0.7651597950512928,3.477497913638261,1.9748757606362606,-9.209801135842156
13040000000.0,0.2909686712979679,0.7726116858093888,3.4123621801088206,1.9758834864753487,-9.788232569284865
13120000000.0,0.2687014260781393,0.7761483805133722,3.3690037059908273,1.967226796944654,-10.37029290665188
13200000000.0,0.2411448184403261,0.78116392260299,3.331554262114243,1.9586605828263288,-11.128386736290864
13280000000.0,0.21926609854317794,0.7881482437556567,3.235727033396357,1.9839501727864541,-11.942207334102036
13360000000.0,0.20593615719478092,0.7927059137774515,3.1547234075652377,1.9964147209306098,-12.51962112970232
13440000000.0,0.18856617487012814,0.7941752090879564,3.114091972940211,1.9873494628030635,-13.146345134811641
13520000000.0,0.16781594253197044,0.7986858146253665,3.0371208013817013,2.0025862516464423,-14.130146000529692
13600000000.0,0.15785339145746694,0.8025956829655709,2.938117194418242,2.032457128579684,-14.952773097098477
13680000000.0,0.1524524407581457,0.8027841723459612,2.8848381318607728,2.0312714774607583,-15.365706311371836
13760000000.0,0.13730809430274762,0.8033402452296827,2.8415010651651076,2.0271296775619656,-16.25311034083999
13840000000.0,0.12775375095455715,0.8069637764625223,2.750625215530945,2.055872597651653,-17.485519975948733
13920000000.0,0.1306700721310153,0.8084883021496795,2.666273384450565,2.078333933969154,-18.032718824812363
14000000000.0,0.12389594694597542,0.8054416465663533,2.644190248564825,2.055963414135703,-18.47023946871237
14080000000.0,0.1157257445864743,0.8059220427203831,2.5854009480093585,2.068444474753457,-19.901573428454245
14160000000.0,0.12289893920759568,0.809633963142441,2.480115703532922,2.1140874742057574,-21.1861396763624
14240000000.0,0.12539978833913018,0.8089878332921765,2.4356309454247276,2.1076445399677364,-21.352275854555533
14320000000.0,0.1168363823675388,0.8032408251799301,2.419471933227734,2.0847143102466315,-22.561084686904657
14400000000.0,0.12293061975728112,0.8054765447349305,2.3334252315390773,2.127960078322927,-25.060092638242995
14480000000.0,0.13385237097582037,0.8096138520630625,2.255628374366049,2.152824964927787,-25.190090291309033
14560000000.0,0.12916359402957253,0.8056815376498905,2.24625685061135,2.117745214996583,-25.632864836402813
14640000000.0,0.12908631024083855,0.8004272954991803,2.2016417259517094,2.1243713091941077,-29.545561448253462
14720000000.0,0.1452878274303362,0.8046828140858504,2.108073130158901,2.184838129692356,-30.407377883227852
14800000000.0,0.1480056006730721,0.8061735828699559,2.072929817800572,2.1691556325078647,-28.721555155834967
14880000000.0,0.1409990458034918,0.7986936547890772,2.073608842052526,2.1310084941174847,-33.083730999190564
14960000000.0,0.15570329527761398,0.7969575181073524,1.9909749597437083,2.1844405798954187,-32.377607870390584
15040000000.0,0.16787415252058804,0.8039529462690262,1.9212743635011116,2.2192115863460793,-28.141400459636063
15120000000.0,0.15923755982772647,0.7981808021873702,1.9291698315392207,2.157683386956206,-30.19476249695819
15200000000.0,0.1650912785435468,0.7896073215671179,1.8960633995772238,2.1709892025672675,-29.223609464230975
15280000000.0,0.18563270928651837,0.7962685565214653,1.8002320550669806,2.2486773758150513,-25.01297494292462
15360000000.0,0.18173611210032203,0.7989418898001034,1.7837711691791505,2.2056426923035493,-25.50125685770796
15440000000.0,0.17619451733036273,0.7856574676077487,1.7920335748959129,2.159249797988401,-26.309403127194898
15520000000.0,0.19750690032199256,0.7843386344181943,1.7163903583231936,2.241670990110504,-22.818502472440514
15600000000.0,0.20584334499290483,0.7982297905547389,1.6528136708687513,2.2637048060675,-21.954746595559378
15680000000.0,0.1926853659440782,0.788686560908257,1.6745142037396339,2.173126273431816,-23.398297181199442
15760000000.0,0.20410142421265795,0.7742314446394502,1.6437749055976956,2.2004738073444328,-21.627042062958285
15840000000.0,0.22497750699657829,0.7821609814313871,1.5578261404375102,2.293242907783822,-19.745232856508924
15920000000.0,0.21529040670832414,0.7902331527628739,1.547452446298554,2.2195587438925712,-20.624503298077826
16000000000.0,0.21147303164892328,0.7740821212685464,1.5600642324196077,2.1676071775366954,-20.66839632189163
16080000000.0,0.23691272195807558,0.7725752197123872,1.489314735942902,2.277657250489367,-18.459150928503536
16160000000.0,0.23862406719921547,0.7846714329144517,1.440265977533272,2.2740834426234966,-18.43675621490983
16240000000.0,0.2248207535027464,0.77543422918945,1.4585186309843305,2.1702029108687997,-19.379112553695226
16320000000.0,0.24154428613905127,0.7661047657865155,1.4282593737123908,2.2197035904380362,-17.87922970821104
16400000000.0,0.25801137361555504,0.7773156222476636,1.3561708179492067,2.302877590632786,-16.89961064404452
16480000000.0,0.24565636362961044,0.7766658511208773,1.3449866646360147,2.208309816799422,-17.671125031527673
16560000000.0,0.24714689616207902,0.7608801000825451,1.3525701884499155,2.177663605568334,-17.393516264817997
16640000000.0,0.27075687981591523,0.770855639529977,1.292363411430638,2.2906145199515318,-15.94829350597519
16720000000.0,0.2687749608109687,0.7794134352823399,1.2519687075102466,2.2671845993155317,-16.07905565199949
16800000000.0,0.2586458768917634,0.7625737817208413,1.257600610637682,2.167771378738785,-16.56804566307025
16880000000.0,0.27738149395869327,0.7582528867676743,1.2281356612068506,2.2417914345704077,-15.453814115356593
16960000000.0,0.2897895359456344,0.7762612083241651,1.1766376484015604,2.3118263037997644,-14.827734271856938
17040000000.0,0.2784674622019533,0.767260830179267,1.1687268192453082,2.2176634437034517,-15.356062741371279
17120000000.0,0.28364437874930126,0.7531892452191453,1.1582862974379062,2.2005782874095408,-15.021375623884232
17200000000.0,0.3028737003067997,0.7624958334714533,1.1157095726069919,2.297246787105536,-14.084773695927403
17280000000.0,0.3026618591269178,0.7691964559722974,1.0848368423437464,2.285952609558135,-14.066355186813293
17360000000.0,0.2967717773858227,0.7507290447618002,1.0816577631890445,2.2111513787996593,-14.301790695686218
17440000000.0,0.3100983024921131,0.7485396602294594,1.0628910850178659,2.2546906483194067,-13.671046500775832
17520000000.0,0.32184034010453766,0.7652221691136252,1.0237741638908433,2.3188325877782012,-13.139818744702099
17600000000.0,0.3161652312239201,0.757056871371231,1.0065568024053435,2.2609742851654184,-13.342673898323337
17680000000.0,0.315996987970626,0.7359891875641,1.0103981374149058,2.216034693645857,-13.352516638095974
17760000000.0,0.33244043336107193,0.7529403275715302,0.9800248621307424,2.2959234051826742,-12.639899931713185
17840000000.0,0.33555283382435513,0.7662642900638372,0.9431564456105583,2.3030755402158136,-12.455489325342533
17920000000.0,0.32718432300665096,0.7419280238220539,0.9470977192105138,2.2203916665313033,-12.792728641578602
18000000000.0,0.33816961359253384,0.738012118426545,0.9370309284702876,2.2472887556030705,-12.36300040719981
18080000000.0,0.35096476079194094,0.7643755928238806,0.8958162201909116,2.31206323199652,-11.806763336967144
18160000000.0,0.34294271338239524,0.7562311161340052,0.8830656452801875,2.248837591744822,-12.064666691460161
18240000000.0,0.34351061312682923,0.7355047891695105,0.8908821026727792,2.2163433575839746,-12.090263010642477
18320000000.0,0.3607195184282807,0.7551391416270401,0.8568101452094586,2.2897087661871174,-11.411896889302021
18400000000.0,0.35840566647321404,0.7751473318835493,0.828032462303728,2.261559365008988,-11.372373210678997
18480000000.0,0.35857167692259817,0.7471188800393228,0.8248378739996844,2.2260313276586268,-11.424216715516478
18560000000.0,0.3701598230677269,0.7458445680178133,0.8142963664691022,2.2633545241759974,-11.045649881088961
18640000000.0,0.38168786357051576,0.7719185207186592,0.7686407752700619,2.313571834669953,-10.555447564453253
18720000000.0,0.37789412733914507,0.7653936654768805,0.7559971043318158,2.266129230781008,-10.6411168812617
18800000000.0,0.38169165288963897,0.749234009669186,0.7592670399700409,2.2509902915403757,-10.577777882998065
